name,team,position,minutes_1,minutes_2,minutes_3,minutes_4,minutes_5,minutes_6,minutes_7,minutes_8,minutes_9,minutes_10,minutes_11
Kevin Schade,,,,,,,,,,,,,
Keylor Navas,,,,,,,,,,,,,
Killian Phillips,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kofi Balmer,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian Sekularac,,,,,,,,,,,0.0,0.0,0.0
KrisztiÃ¡n Hegyi,,,,,,,,,,,,,
Kyle John,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker,13.0,DEF,0.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Lamare Bogarde,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Hall,,,,,,,,,,0.0,72.0,0.0,0.0
Lewis Miley,,,,,,,,,,,,,
Lewis Payne,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Liam Delap,13.0,FWD,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Lino Sousa,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Loris Karius,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoÃ¯c BadÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Tolentino Coelho de Lima,,,61.0,73.0,83.0,86.0,0.0,0.0,0.0,90.0,90.0,90.0,81.0
Luka Milivojevic,7.0,MID,,0.0,26.0,34.0,0.0,61.0,90.0,13.0,0.0,6.0,0.0
Luke Mbete-Tabu,13.0,DEF,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Luke Plange,7.0,FWD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcolm Ebiowei,7.0,MID,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0
Manuel Akanji,,,90.0,90.0,90.0,90.0,,90.0,71.0,90.0,90.0,90.0,90.0
Marc GuÃ©hi,7.0,DEF,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0
Marc Jurado Gomez,,,,,,,,,,,,,
Marcel Sabitzer,,,,,,,,,,,,,
Marcos Senesi,,,90.0,90.0,90.0,90.0,76.0,90.0,90.0,87.0,90.0,90.0,90.0
Marcus Bettinelli,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Lemina,,,,,,,,,,,,,
Mark Gillespie,,,,,,,,,,,,,
Martial Godo,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matej KovÃ¡r,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Joseph FernÃ¡ndez,,,,,,,,,,0.0,1.0,0.0,0.0
Mateus Cardoso Lemos Martins,,,,,,,,,,,,,
Matheus Luiz Nunes,,,90.0,72.0,90.0,90.0,57.0,65.0,40.0,0.0,10.0,31.0,90.0
Matheus Santos Carneiro Da Cunha,,,,,,,,,,,,,
Mathias Jorgensen,,,0.0,26.0,0.0,0.0,90.0,60.0,0.0,9.0,90.0,90.0,90.0
Matthew Cox,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Craig,,,,,,,,,,,,,
Matthew Dibley-Dias,,,,,,,,,,,,,
Matthew Smith,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
MatÃ­as ViÃ±a,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maximilian WÃ¶ber,,,,,,,,,,,,,
Maxwel Cornet,,,28.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,
Michael Olakigbe,,,,,,,,,,,,,
Michael Olise,7.0,MID,,90.0,84.0,25.0,79.0,61.0,85.0,90.0,90.0,83.0,87.0
Mikkel Damsgaard,,,27.0,60.0,19.0,0.0,0.0,29.0,53.0,30.0,0.0,0.0,0.0
Mislav Orsic,,,,,,,,,,,,,
Mykhailo Mudryk,,,,,,,,,,,,,
MÃ¡ximo Perrone,,,,,,,,,,,,,
Naouirou Ahamada,,,,,,,,,,,,,
Nathan AkÃ©,13.0,DEF,0.0,90.0,90.0,90.0,,0.0,0.0,90.0,0.0,90.0,90.0
Nathan Bishop,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Nathan Butler-Oyedeji,,,,,,,,,,,,,
Nathan Ferguson,7.0,DEF,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Fraser,,,,,,,,,,0.0,0.0,0.0,0.0
Nathaniel Clyne,7.0,DEF,,43.0,0.0,0.0,0.0,0.0,0.0,90.0,77.0,66.0,90.0
Nico O'Reilly,,,,,,,,,,,,,
Noni Madueke,,,,,,,,,,,,,
Norberto Murara Neto,,,90.0,90.0,90.0,90.0,90.0,45.0,0.0,0.0,0.0,0.0,0.0
Odeluga Offiah,,,,,,,,,,,,,
Odsonne Edouard,7.0,FWD,,83.0,85.0,64.0,80.0,90.0,74.0,0.0,5.0,0.0,16.0
Oliwier Zych,,,,,,,,,,,,,
Omari Hutchinson,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Owen Bevan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Goodman,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia,,,,,,,,,,,,,
Paul Onuachu,,,,,,,,,,,,,
Pedro Porro,,,,,,,,,,,,,
Pervis EstupiÃ±Ã¡n,,,,75.0,66.0,45.0,0.0,24.0,90.0,81.0,80.0,90.0,90.0
Phil Foden,13.0,MID,71.0,74.0,57.0,90.0,,28.0,13.0,26.0,90.0,17.0,3.0
Pierre-Emerick Aubameyang,,,,74.0,0.0,57.0,9.0,73.0,27.0,63.0,0.0,8.0,17.0
Reece Welch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Matthews,7.0,GK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remo Freuler,,,69.0,45.0,90.0,83.0,90.0,90.0,90.0,78.0,90.0,90.0,90.0
Renan Augusto Lodi dos Santos,,,90.0,90.0,0.0,0.0,0.0,17.0,63.0,0.0,85.0,61.0,90.0
Reuell Walters,,,,,,,,,,,,,
Rhys Bennett,,,,,,,,,,,,0.0,0.0
Rico Lewis,13.0,DEF,0.0,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,67.0,86.0
Riyad Mahrez,13.0,MID,18.0,15.0,70.0,0.0,,61.0,0.0,0.0,0.0,87.0,90.0
Rodrigo Hernandez,13.0,MID,80.0,0.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0
Romaine Mundle,,,,,,,,,,,,,
Ryan Finnigan,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RÃºben Gato Alves Dias,13.0,DEF,90.0,0.0,90.0,90.0,,90.0,18.0,1.0,0.0,0.0,0.0
Sam Johnstone,7.0,GK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sammy Braybrooke,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Amo-Ameyaw,,,,,,,,,,,,,
Samuel Edozie,,,11.0,23.0,0.0,16.0,0.0,10.0,16.0,26.0,31.0,83.0,76.0
Sasa Kalajdzic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasa Lukic,,,,,,,,,,,,,
Scott Carson,13.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Sean McAllister,,,,,,,,,,,,,
Sebastian Revan,,,,,,,,,,,,,
Serge Aurier,,,0.0,45.0,57.0,0.0,68.0,90.0,90.0,90.0,90.0,73.0,90.0
Sergio GÃ³mez,,,9.0,49.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Shea Charles,,,,,,,,,,,,,
Shola Shoretire,,,,,,,,,,0.0,0.0,0.0,0.0
Sil Swinkels,,,,,,,,,,,,,
Sonny Perkins,,,,,,,,,,,0.0,0.0,0.0
Stefan Ortega Moreno,13.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Parkes,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tayo Adaramola,,,,,,,,,,,,,
Terry Ablade,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thilo Kehrer,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0
Thomas Cannon,,,,,,,,,,,16.0,7.0,0.0
Tom McGill,,,,,,,,,,,,,
Tommi O'Reilly,,,,,,,,,,,,,
Travis Patterson,,,,,,,,,,,,,
Tristan Crama,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,7.0,DEF,,90.0,25.0,55.0,90.0,90.0,90.0,90.0,59.0,33.0,0.0
Vicente Guaita,7.0,GK,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Victor Kristiansen,,,,,,,,,,,,,
Viljami Sinisalo,,,,,,,,,,,,,
Wanya MarÃ§al-Madivadua,,,,,,,,,,,,,
Weston McKennie,,,,,,,,,,,,,
Wilfried Gnonto,,,,0.0,0.0,0.0,0.0,0.0,18.0,45.0,45.0,90.0,69.0
Wilfried Zaha,7.0,MID,,90.0,90.0,76.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Will Hughes,7.0,MID,,6.0,5.0,0.0,0.0,0.0,15.0,0.0,12.0,6.0,2.0
Willian Borges da Silva,,,69.0,0.0,0.0,45.0,72.0,88.0,90.0,79.0,90.0,81.0,90.0
Wout Faes,,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Wout Weghorst,,,,,,,,,,,,,
Yago de Santiago Alonso,,,,,,,,,,,,,
Yasin Ayari,,,,,,,,,,,,,
Yegor Yarmolyuk,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Zack Steffen,13.0,GK,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Alex Robertson,,,,,,,,,,,,,
Alex Smithies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Moreno Lopera,,,,,,,,,,,,,
Alfie Gilchrist,,,,,,,,,,,,,
Amadou Onana,,,73.0,90.0,90.0,90.0,77.0,90.0,60.0,74.0,90.0,90.0,0.0
Amario Cozier-Duberry,,,,,,,,,,,0.0,0.0,0.0
Andrew Moran,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0
Andrey Nascimento dos Santos,,,,,,,,,,,,,
AndrÃ© Ayew,,,,,,,,,,,,,
Andy Lonergan,,,,,,,,,,,,,
Antoine Semenyo,,,,,,,,,,,,,
Antony Matheus dos Santos,,,90.0,90.0,90.0,75.0,90.0,0.0,0.0,0.0,64.0,90.0,0.0
Arnaut Danjuma,,,,,,,,,,,,,
Arthur Henrique Ramos de Oliveira Melo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,13.0,DEF,15.0,0.0,0.0,,90.0,90.0,0.0,90.0,0.0,0.0,0.0
Bashir Humphreys,,,,,,,,,,,0.0,0.0,0.0
Ben Doak,,,,,,,,,,0.0,2.0,0.0,0.0
Ben Greenwood,,,,,,,,,,,,,
Ben Knight,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BenoÃ®t Badiashile,,,,,,,,,,,,,0.0
Bernardo Veiga de Carvalho e Silva,13.0,MID,90.0,77.0,90.0,,90.0,90.0,90.0,90.0,0.0,86.0,59.0
Bobby Clark,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar TraorÃ©,,,17.0,0.0,8.0,57.0,9.0,90.0,89.0,90.0,0.0,0.0,0.0
Cameron Peupion,,,,,,,,,,,,,
Cameron Plain,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Alcaraz,,,,,,,,,,,,,
Carlos Henrique Casimiro,,,31.0,90.0,90.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Carlos VinÃ­cius Alves Morais,,,53.0,90.0,3.0,5.0,1.0,0.0,75.0,90.0,5.0,0.0,0.0
Charlie Robinson,,,,,,,,,,,,,
Cheikhou KouyatÃ©,,,45.0,90.0,69.0,29.0,79.0,80.0,65.0,70.0,0.0,0.0,0.0
Christian Saydee,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Gomes,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,,,,,,,,,,,,,0.0
Cole Palmer,13.0,MID,15.0,20.0,0.0,,13.0,0.0,0.0,0.0,2.0,0.0,0.0
Dale Taylor,,,,,,,,,,0.0,0.0,0.0,0.0
Dango Ouattara,,,,,,,,,,,,,
Daniel Adu-Adjei,,,,,,,,,,,,,
Daniel Bentley,,,,,,,,,,,,,
Danilo dos Santos de Oliveira,,,,,,,,,,,,,
David Datro Fofana,,,,,,,,,,,,,0.0
David Ozoh,,,,,,,,,,,,0.0,0.0
Denis Zakaria,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,60.0,90.0
Dexter Lembikisa,,,,,,,,,,22.0,0.0,0.0,0.0
Diego Da Silva Costa,,,32.0,56.0,81.0,74.0,79.0,90.0,0.0,0.0,90.0,45.0,65.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,,,3.0,0.0,0.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,,
Duje Caleta-Car,,,90.0,0.0,48.0,90.0,90.0,90.0,18.0,58.0,0.0,0.0,56.0
Ed Turns,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson Santana de Moraes,13.0,GK,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Eldin Jakupovic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,,,,,,,,,,,,,7.0
Emmanuel Dennis,,,28.0,70.0,69.0,0.0,0.0,34.0,78.0,0.0,27.0,0.0,0.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Erling Haaland,13.0,FWD,90.0,90.0,90.0,,79.0,0.0,26.0,90.0,90.0,90.0,90.0
Ethan Nwaneri,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,
Evan Ferguson,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,70.0
Facundo Buonanotte,,,,,,,,,,,,,0.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,,,0.0,0.0,0.0
Garang Kuol,,,,,,,,,,,,,0.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,
GonÃ§alo Manuel Ganchinho Guedes,,,57.0,45.0,0.0,32.0,0.0,7.0,73.0,90.0,17.0,0.0,0.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,,,19.0
Hamed TraorÃ¨,,,,,,,,,,,,,
Harry Souttar,,,,,,,,,,,,,
Harvey Davies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Griffiths,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Harvey Vale,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,,,90.0,75.0,80.0,90.0,85.0,64.0,45.0,90.0,83.0,77.0,63.0
Ilkay GÃ¼ndogan,13.0,MID,74.0,0.0,88.0,,0.0,90.0,90.0,90.0,90.0,3.0,90.0
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,,,0.0,32.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Jack Grealish,13.0,MID,74.0,32.0,0.0,,76.0,90.0,63.0,0.0,72.0,86.0,30.0
Jack Hinshelwood,,,,,,,,,,,,0.0,0.0
Jack Wells-Morrison,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,,,,,,,,,,,,,
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
James McAtee,13.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wright,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,,,0.0,0.0,0.0
Joe Wormleighton,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Robles,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stones,13.0,DEF,0.0,0.0,0.0,,0.0,90.0,90.0,90.0,90.0,90.0,90.0
John-Kymani Gordon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Smith,,,,,,,,,,,0.0,0.0,0.0
Joseph Anang,,,,,,,,,,,,,
Joseph Whitworth,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Wilson-Esbrand,13.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JoÃ£o Cancelo,13.0,DEF,90.0,69.0,90.0,,90.0,90.0,25.0,85.0,22.0,0.0,45.0
JoÃ£o FÃ©lix Sequeira,,,,,,,,,,,,,0.0
JoÃ£o Victor Gomes da Silva,,,,,,,,,,,,,
Juan Larios LÃ³pez,,,59.0,11.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
JuliÃ¡n Ãlvarez,13.0,FWD,15.0,20.0,1.0,,10.0,76.0,63.0,4.0,0.0,3.0,0.0
Kadan Young,,,,,,,,,,,0.0,0.0,0.0
Kaden Rodney,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelan Casey,,,,,,,,,,,,,
Kalvin Phillips,13.0,MID,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Kamaldeen Sulemana,,,,,,,,,,,,,
Kamari Doyle,,,,,,,,,,,,,
Karl Hein,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Kasey McAteer,,,,,,,,,,,,,0.0
Kevin De Bruyne,13.0,MID,74.0,69.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0
Kevin Schade,,,,,,,,,,,,,
Keylor Navas,,,,,,,,,,,,,
Killian Phillips,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kofi Balmer,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian Sekularac,,,,,,,,,,0.0,0.0,0.0,0.0
KrisztiÃ¡n Hegyi,,,,,,,,,,,,,
Kyle John,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker,13.0,DEF,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Lamare Bogarde,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,,,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lewis Hall,,,,,,,,,0.0,72.0,0.0,0.0,22.0
Lewis Miley,,,,,,,,,,,,,
Lewis Payne,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Delap,13.0,FWD,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lino Sousa,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris Karius,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoÃ¯c BadÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Tolentino Coelho de Lima,,,73.0,83.0,86.0,0.0,0.0,0.0,90.0,90.0,90.0,81.0,79.0
Luke Mbete-Tabu,13.0,DEF,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,,,90.0,90.0,90.0,,90.0,71.0,90.0,90.0,90.0,90.0,45.0
Marc Jurado Gomez,,,,,,,,,,,,,
Marcel Sabitzer,,,,,,,,,,,,,
Marcos Senesi,,,90.0,90.0,90.0,76.0,90.0,90.0,87.0,90.0,90.0,90.0,90.0
Marcus Bettinelli,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Lemina,,,,,,,,,,,,,
Mark Gillespie,,,,,,,,,,,,,
Martial Godo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matej KovÃ¡r,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Joseph FernÃ¡ndez,,,,,,,,,0.0,1.0,0.0,0.0,0.0
Mateus Cardoso Lemos Martins,,,,,,,,,,,,,
Matheus Luiz Nunes,,,72.0,90.0,90.0,57.0,65.0,40.0,0.0,10.0,31.0,90.0,90.0
Matheus Santos Carneiro Da Cunha,,,,,,,,,,,,,24.0
Mathias Jorgensen,,,26.0,0.0,0.0,90.0,60.0,0.0,9.0,90.0,90.0,90.0,90.0
Matthew Cox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Craig,,,,,,,,,,,,,
Matthew Dibley-Dias,,,,,,,,,,,,,
Matthew Smith,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MatÃ­as ViÃ±a,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maximilian WÃ¶ber,,,,,,,,,,,,,
Maxwel Cornet,,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,
Michael Olakigbe,,,,,,,,,,,,,
Mikkel Damsgaard,,,60.0,19.0,0.0,0.0,29.0,53.0,30.0,0.0,0.0,0.0,0.0
Mislav Orsic,,,,,,,,,,,,,
Mykhailo Mudryk,,,,,,,,,,,,,
MÃ¡ximo Perrone,,,,,,,,,,,,,
Naouirou Ahamada,,,,,,,,,,,,,
Nathan AkÃ©,13.0,DEF,90.0,90.0,90.0,,0.0,0.0,90.0,0.0,90.0,90.0,90.0
Nathan Bishop,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Butler-Oyedeji,,,,,,,,,,,,,0.0
Nathan Fraser,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Nico O'Reilly,,,,,,,,,,,,,
Noni Madueke,,,,,,,,,,,,,
Norberto Murara Neto,,,90.0,90.0,90.0,90.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
Odeluga Offiah,,,,,,,,,,,,,
Oliwier Zych,,,,,,,,,,,,,
Omari Hutchinson,,,,,,,,0.0,0.0,0.0,0.0,0.0,22.0
Owen Bevan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Goodman,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia,,,,,,,,,,,,,
Paul Onuachu,,,,,,,,,,,,,
Pedro Porro,,,,,,,,,,,,,
Pervis EstupiÃ±Ã¡n,,,75.0,66.0,45.0,0.0,24.0,90.0,81.0,80.0,90.0,90.0,90.0
Phil Foden,13.0,MID,74.0,57.0,90.0,,28.0,13.0,26.0,90.0,17.0,3.0,59.0
Pierre-Emerick Aubameyang,,,74.0,0.0,57.0,9.0,73.0,27.0,63.0,0.0,8.0,17.0,62.0
Reece Welch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remo Freuler,,,45.0,90.0,83.0,90.0,90.0,90.0,78.0,90.0,90.0,90.0,90.0
Renan Augusto Lodi dos Santos,,,90.0,0.0,0.0,0.0,17.0,63.0,0.0,85.0,61.0,90.0,83.0
Reuell Walters,,,,,,,,,,,,,
Rhys Bennett,,,,,,,,,,,0.0,0.0,0.0
Rico Lewis,13.0,DEF,0.0,12.0,0.0,,0.0,0.0,0.0,0.0,67.0,86.0,45.0
Riyad Mahrez,13.0,MID,15.0,70.0,0.0,,61.0,0.0,0.0,0.0,87.0,90.0,30.0
Rodrigo Hernandez,13.0,MID,0.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,85.0
Romaine Mundle,,,,,,,,,,,,,
Ryan Finnigan,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RÃºben Gato Alves Dias,13.0,DEF,0.0,90.0,90.0,,90.0,18.0,1.0,0.0,0.0,0.0,0.0
Sammy Braybrooke,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Amo-Ameyaw,,,,,,,,,,,,,
Samuel Edozie,,,23.0,0.0,16.0,0.0,10.0,16.0,26.0,31.0,83.0,76.0,26.0
Sasa Kalajdzic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasa Lukic,,,,,,,,,,,,,
Scott Carson,13.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean McAllister,,,,,,,,,,,,,
Sebastian Revan,,,,,,,,,,,,,
Serge Aurier,,,45.0,57.0,0.0,68.0,90.0,90.0,90.0,90.0,73.0,90.0,90.0
Sergio GÃ³mez,,,49.0,20.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Charles,,,,,,,,,,,,,
Shola Shoretire,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Sil Swinkels,,,,,,,,,,,,,
Sonny Perkins,,,,,,,,,,0.0,0.0,0.0,0.0
Stefan Ortega Moreno,13.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Parkes,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tayo Adaramola,,,,,,,,,,,,,
Terry Ablade,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
