name,team,position,gw1_minutes,gw2_minutes,gw3_minutes,gw4_minutes,gw5_minutes,gw6_minutes,gw7_minutes,gw8_minutes,gw9_minutes,gw10_minutes,gw11_minutes,gw12_minutes,gw13_minutes,gw14_minutes,gw15_minutes,gw16_minutes,gw17_minutes,gw18_minutes,gw19_minutes,gw20_minutes,gw21_minutes,gw22_minutes,gw23_minutes,gw24_minutes,gw25_minutes,gw26_minutes,gw27_minutes,gw28_minutes,gw29_minutes,gw30_minutes,gw31_minutes,gw32_minutes,gw33_minutes,gw34_minutes,gw35_minutes,gw36_minutes,gw37_minutes,gw38_minutes
Amadou Onana,,,,9.0,33.0,78.0,90.0,90.0,,90.0,73.0,90.0,90.0,90.0,77.0,90.0,60.0,74.0,90.0,90.0,0.0,90.0,90.0,90.0,77.0,73.0,81.0,90.0,79.0,90.0,83.0,59.0,0.0,0.0,72.0,0.0,3.0,34.0,81.0,90
Amario Cozier-Duberry,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andreas Hoelgebaum Pereira,9.0,MID,88.0,85.0,90.0,78.0,77.0,60.0,,82.0,90.0,76.0,86.0,86.0,90.0,75.0,87.0,90.0,84.0,90.0,58.0,76.0,90.0,90.0,90.0,81.0,90.0,90.0,75.0,,81.0,84.0,78.0,85.0,67.0,57.0,0.0,0.0,0.0,0
Andrew Moran,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Andrew Robertson,12.0,DEF,90.0,62.0,84.0,68.0,70.0,31.0,,,0.0,0.0,90.0,9.0,90.0,90.0,90.0,85.0,90.0,61.0,45.0,90.0,90.0,85.0,90.0,90.0,90.0,90.0,90.0,,69.0,90.0,90.0,90.0,90.0,90.0,81.0,90.0,71.0,0
Andrey Nascimento dos Santos,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Andros Townsend,8.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AndrÃ© Ayew,,,,,,,,,,,,,,,,,,,,,,,,1.0,27.0,32.0,23.0,19.0,45.0,78.0,0.0,12.0,0.0,3.0,10.0,36.0,0.0,0.0,0.0,1
AndrÃ© Tavares Gomes,8.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Andy Lonergan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0
Angelo Ogbonna,19.0,DEF,0.0,0.0,0.0,0.0,18.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,90.0,90.0,80.0,90.0,68.0,0.0,,0.0,90.0,0.0,0.0,0.0,71.0,90.0,90.0,90.0,0
Anthony Elanga,14.0,MID,1.0,30.0,45.0,79.0,58.0,0.0,,,0.0,0.0,0.0,3.0,9.0,60.0,25.0,54.0,4.0,1.0,21.0,0.0,0.0,0.0,1.0,21.0,,5.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Anthony Gordon,8.0,MID,90.0,90.0,90.0,90.0,90.0,81.0,,74.0,16.0,66.0,0.0,90.0,85.0,85.0,19.0,15.0,90.0,0.0,0.0,21.0,0.0,21.0,54.0,26.0,,61.0,0.0,0.0,22.0,49.0,55.0,20.0,3.0,45.0,12.0,17.0,2.0,68
Anthony Knockaert,9.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Anthony Martial,14.0,FWD,0.0,0.0,45.0,0.0,0.0,0.0,,,31.0,28.0,0.0,0.0,0.0,0.0,25.0,71.0,64.0,80.0,68.0,45.0,0.0,0.0,0.0,0.0,,0.0,0.0,,28.0,30.0,71.0,,29.0,4.0,33.0,68.0,56.0,23
Antoine Semenyo,,,,,,,,,,,,,,,,,,,,,,,,90.0,11.0,32.0,0.0,63.0,2.0,31.0,1.0,2.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0
Antonee Robinson,9.0,DEF,90.0,90.0,90.0,90.0,90.0,28.0,,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
Antony Matheus dos Santos,,,,,,,,57.0,,,90.0,90.0,90.0,75.0,90.0,0.0,0.0,0.0,64.0,90.0,0.0,45.0,70.0,80.0,0.0,0.0,,90.0,73.0,,61.0,59.0,90.0,,70.0,14.0,73.0,90.0,85.0,0
Anwar El Ghazi,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Archie Gray,10.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Armando Broja,6.0,FWD,15.0,1.0,0.0,0.0,24.0,30.0,,,15.0,18.0,1.0,61.0,11.0,11.0,26.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Armel Bella-Kotchap,17.0,DEF,0.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,41.0,0.0,0.0,0.0,71.0,72.0,0.0,90.0,33.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,7.0,0.0,90.0,90.0,90.0,0.0,90.0,37.0,0.0,0.0,0
Armstrong Oko-Flex,19.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arnaut Danjuma,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,32.0,18.0,13.0,1.0,1.0,9.0,65.0,0
Arthur Henrique Ramos de Oliveira Melo,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arthur Masuaku,19.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ashley Young,2.0,DEF,0.0,1.0,0.0,0.0,0.0,63.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,11.0,21.0,90.0,90.0,45.0,90.0,90.0,58.0,75.0,0.0,0.0,0.0,10.0,0.0,90.0,90.0,90.0,65.0,84.0,63.0,64.0,90.0,37.0,0
Asmir BegoviÄ,8.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aymeric Laporte,13.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,0.0,0.0,,90.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,,0.0,0.0,90.0,,0.0,0.0,90.0,90.0,77.0,90
Ayoze PÃ©rez,11.0,MID,0.0,0.0,64.0,35.0,0.0,0.0,,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,22.0,73.0,70.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bashir Humphreys,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Ben Chilwell,6.0,DEF,64.0,0.0,13.0,1.0,23.0,18.0,,,90.0,0.0,90.0,0.0,90.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,83.0,90.0,90.0,72.0,90.0,90.0,22.0,90.0,,90.0,90.0,74.0,0.0,0.0,0
Ben Davies,12.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ben Doak,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ben Godfrey,8.0,DEF,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,45.0,57.0,9.0,90.0,0.0,0.0,0.0,0.0,0
Ben Greenwood,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ben Johnson,19.0,DEF,90.0,90.0,15.0,22.0,0.0,0.0,,0.0,0.0,0.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,45.0,10.0,9.0,90.0,90.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0
Ben Knight,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Ben Mee,4.0,DEF,58.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,70.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,81.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
Ben Pearson,3.0,MID,71.0,90.0,45.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,55.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Benjamin White,1.0,DEF,90.0,74.0,74.0,90.0,64.0,79.0,,85.0,88.0,90.0,75.0,,71.0,90.0,90.0,90.0,90.0,59.0,75.0,90.0,45.0,84.0,90.0,78.0,90.0,45.0,79.0,82.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
BenoÃ®t Badiashile,,,,,,,,,,,,,,,,,,,,,0.0,90.0,90.0,90.0,90.0,90.0,0.0,90.0,4.0,90.0,0.0,0.0,90.0,,0.0,0.0,90.0,90.0,0.0,0
Bernardo Veiga de Carvalho e Silva,13.0,MID,12.0,25.0,90.0,90.0,90.0,72.0,,71.0,90.0,77.0,90.0,,90.0,90.0,90.0,90.0,0.0,86.0,59.0,90.0,13.0,83.0,90.0,90.0,0.0,25.0,78.0,,7.0,34.0,90.0,,90.0,7.0,3.0,12.0,0.0,0
Bernd Leno,9.0,GK,0.0,0.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90
Bertrand TraorÃ©,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,0.0,62.0,0.0,24.0,13.0,26.0,45.0,0.0,0.0,0
Billy Gilmour,6.0,MID,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,90.0,0.0,0.0,0.0,56.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,90.0,12.0,59.0,1.0,0
Bobby Clark,,,,0.0,0.0,7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bobby De Cordova-Reid,9.0,MID,90.0,90.0,90.0,90.0,90.0,60.0,,90.0,90.0,90.0,90.0,90.0,90.0,75.0,0.0,90.0,80.0,61.0,65.0,90.0,86.0,74.0,84.0,90.0,45.0,15.0,90.0,,68.0,45.0,11.0,81.0,73.0,75.0,8.0,21.0,10.0,0
Boubacar Kamara,2.0,MID,81.0,90.0,90.0,90.0,82.0,90.0,,43.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,90.0,84.0,90.0,90.0,90.0,90.0,81.0,90.0,90.0,90.0,58.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,90.0,90
Boubacar TraorÃ©,,,,,,,,,,20.0,17.0,0.0,8.0,57.0,9.0,90.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Boubakary SoumarÃ©,11.0,MID,0.0,0.0,0.0,54.0,90.0,71.0,,5.0,45.0,78.0,64.0,64.0,60.0,0.0,69.0,68.0,71.0,90.0,7.0,0.0,0.0,0.0,0.0,31.0,13.0,0.0,24.0,15.0,0.0,90.0,0.0,90.0,90.0,90.0,75.0,90.0,90.0,90
Braian Ojeda RodrÃ­guez,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brandon Austin,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Brandon Williams,14.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0
Brenden Aaronson,10.0,MID,84.0,90.0,82.0,81.0,75.0,90.0,,,78.0,75.0,90.0,90.0,90.0,90.0,85.0,90.0,82.0,90.0,62.0,76.0,69.0,0.0,17.0,29.0,74.0,67.0,83.0,80.0,64.0,59.0,65.0,64.0,22.0,0.0,10.0,3.0,28.0,31
Brennan Johnson,16.0,FWD,90.0,90.0,90.0,90.0,57.0,84.0,,90.0,90.0,90.0,90.0,85.0,26.0,34.0,90.0,90.0,90.0,81.0,83.0,85.0,90.0,90.0,90.0,90.0,85.0,90.0,66.0,90.0,90.0,90.0,90.0,14.0,85.0,65.0,80.0,9.0,11.0,90
